Year,Region,gruppe.beschaeftigt,Value
2022.0,Enzkreis,Naturparks,47.0
2022.0,Enzkreis,Landschaftsschutzgebiete,21.0
2022.0,Enzkreis,Flora-Fauna-Habitat-Gebiete (FFH),18.0
2022.0,Enzkreis,Vogelschutz-Gebiete (SPA),4.0
2022.0,Enzkreis,Naturschutzgebiete,3.0
,,,
