Year,Region,gruppe.beschaeftigt,Value
1999,Enzkreis,Wahlbeteiligung,54
2004,Enzkreis,Wahlbeteiligung,52
2009,Enzkreis,Wahlbeteiligung,51
2014,Enzkreis,Wahlbeteiligung,50
2019,Enzkreis,Wahlbeteiligung,61
,,,
